"","idcode","industry","occupation","union","wage","hours","ttl_exp","tenure","age","gender","race","married","yearsofschooling","collgrad","south","smsa","c_city"
"1279",2977,"Finance/Ins/Real Estate","Clerical/unskilled","nonunion",33.4984,48,10.88461,0.9166667,40,"male","white","married",12,"not college grad",1,"nonSMSA",0
"1280",2978,"Manufacturing","Operatives","nonunion",5.861513,40,16.63461,4.666667,39,"female","white","single",12,"not college grad",1,"nonSMSA",0
"1281",2979,"Manufacturing","Operatives","nonunion",3.623188,40,17.10256,3.333333,38,"female","white","single",12,"not college grad",1,"nonSMSA",0
"1282",2984,"Manufacturing","Operatives","union",8.872785,70,18.65385,1.416667,44,"male","white","single",9,"not college grad",0,"SMSA",1
"1283",2985,"Wholesale/Retail Trade","Managers/admin","nonunion",4.951689,36,8.884616,7.833333,44,"male","white","married",12,"not college grad",1,"nonSMSA",0
"1284",2988,"Professional Services","Other","union",9.29146,40,11.67308,3.916667,35,"female","white","married",18,"college grad",1,"nonSMSA",0
"1285",2998,"Professional Services","Laborers","nonunion",4.227053,8,4.826923,1.75,35,"female","white","married",12,"not college grad",0,"SMSA",0
"1286",2999,"Construction","Sales","nonunion",8.05153,40,9.576923,4.833333,37,"female","white","married",13,"not college grad",1,"SMSA",0
"1287",3000,"Manufacturing","Professional/technical","nonunion",5.434783,48,17.34615,17.33333,42,"male","white","single",12,"not college grad",1,"SMSA",0
"1288",3001,"Wholesale/Retail Trade","Operatives","union",7.745568,40,17.78846,14.16667,41,"male","white","married",12,"not college grad",1,"SMSA",0
"1289",3004,"Manufacturing","Operatives","nonunion",4.830918,40,14.75641,8.416667,38,"female","black","single",8,"not college grad",1,"nonSMSA",0
"1290",3008,"Manufacturing","Operatives","nonunion",3.140096,40,15,10.91667,39,"male","black","married",9,"not college grad",1,"nonSMSA",0
"1291",3015,"Public Administration","Sales","nonunion",10.03221,40,18.75,18.75,37,"female","black","married",12,"not college grad",0,"SMSA",0
"1292",3016,"Manufacturing","Craftsmen","nonunion",14.71014,40,13.94231,10.41667,38,"male","black","married",16,"college grad",1,"SMSA",0
"1293",3020,"Professional Services","Sales","nonunion",10.61996,35,14.86539,10.91667,35,"male","white","single",16,"college grad",1,"nonSMSA",0
"1294",3023,"Professional Services","Sales","nonunion",6.384861,40,8.634615,2.916667,39,"female","white","married",18,"college grad",1,"nonSMSA",0
"1295",3026,"Manufacturing","Operatives","nonunion",2.697261,40,18.07692,0,36,"female","black","single",10,"not college grad",1,"nonSMSA",0
"1296",3027,"Professional Services","Sales","nonunion",2.938808,20,6.538462,NA,35,"female","black","single",17,"college grad",1,"nonSMSA",0
"1297",3028,"Professional Services","Sales","nonunion",2.785829,40,13.44231,9.833333,41,"male","black","married",12,"not college grad",1,"nonSMSA",0
"1298",3035,"Professional Services","Other","nonunion",5.265698,60,7.865385,7.75,42,"male","white","married",17,"college grad",1,"SMSA",1
"1299",3036,"Professional Services","Other","nonunion",12.77777,40,12.78846,8.75,39,"male","white","married",18,"college grad",1,"SMSA",0
"1300",3037,"Professional Services","Other","nonunion",4.64573,1,6.012821,0.6666667,35,"female","white","married",18,"college grad",1,"SMSA",1
"1301",3038,"Manufacturing","Managers/admin","nonunion",5.852843,20,6.75,0.4166667,39,"male","white","married",12,"not college grad",0,"SMSA",0
"1302",3040,"Manufacturing","Service","nonunion",3.502414,40,15.42949,15,39,"female","black","single",10,"not college grad",1,"SMSA",0
"1303",3042,"Manufacturing","Operatives","nonunion",4.830918,40,16.51282,14,39,"female","black","single",12,"not college grad",1,"SMSA",0
"1304",3043,"Manufacturing","Professional/technical","union",16.47676,40,19.42308,8.5,37,"male","black","single",12,"not college grad",1,"SMSA",0
"1305",3044,"Manufacturing","Operatives","nonunion",6.771333,48,22.51282,22.5,44,"male","white","married",12,"not college grad",1,"SMSA",0
"1306",3045,"Manufacturing","Operatives","nonunion",5.53945,48,19.58333,5.5,43,"female","white","married",11,"not college grad",1,"SMSA",0
"1307",3046,"Professional Services","Sales","nonunion",4.413701,35,12.51923,9.416667,44,"female","black","single",12,"not college grad",1,"SMSA",0
"1308",3047,"Public Administration","Sales","nonunion",8.904991,40,13.91667,13.91667,35,"female","black","single",14,"not college grad",1,"SMSA",0
"1309",3048,"Wholesale/Retail Trade","Operatives","union",2.697261,40,11.78846,9.833333,38,"female","black","single",11,"not college grad",1,"SMSA",0
"1310",3049,"Professional Services","Professional/technical","nonunion",11.03059,33,14.96154,3.083333,39,"male","white","married",16,"college grad",1,"SMSA",1
"1311",3050,"Finance/Ins/Real Estate","Clerical/unskilled","nonunion",5.53945,40,16.25641,0,42,"male","white","married",10,"not college grad",1,"SMSA",0
"1312",3052,"Professional Services","Sales","nonunion",4.64573,40,12.32692,2.833333,39,"female","white","married",12,"not college grad",1,"SMSA",0
"1313",3056,"Manufacturing","Sales","union",14.1214,45,17.32692,0,45,"female","black","single",9,"not college grad",1,"SMSA",1
"1314",3058,"Personal Services","Sales","nonunion",5.917873,40,11.55769,1.333333,37,"female","white","married",12,"not college grad",1,"SMSA",0
"1315",3059,"Ag/Forestry/Fisheries","Sales","nonunion",10.62802,7,13.92949,1.333333,40,"female","white","married",17,"college grad",1,"SMSA",1
"1316",3060,"Professional Services","Laborers","nonunion",2.777777,30,10.25,10.25,42,"female","black","married",8,"not college grad",1,"nonSMSA",0
"1317",3061,"Professional Services","Other","nonunion",7.004828,42,9.243589,6.833333,42,"male","white","married",16,"college grad",1,"SMSA",0
"1318",3062,"Professional Services","Sales","nonunion",5.837359,40,17.65384,1.333333,35,"male","white","single",12,"not college grad",1,"SMSA",1
"1319",3063,"Professional Services","Other","nonunion",6.578098,40,10.38461,0.9166667,36,"male","white","married",18,"college grad",1,"nonSMSA",0
"1320",3065,"Manufacturing","Craftsmen","nonunion",5.06441,55,12.51282,5.833333,34,"female","white","single",13,"not college grad",1,"SMSA",0
"1321",3066,"Manufacturing","Managers/admin","nonunion",10.25765,40,15.75,11.41667,44,"male","white","married",16,"college grad",1,"nonSMSA",0
"1322",3069,"Finance/Ins/Real Estate","Clerical/unskilled","nonunion",5.972288,28,9.480769,1.583333,36,"female","white","married",12,"not college grad",1,"SMSA",0
"1323",3070,"Business/Repair Svc","Sales","nonunion",3.718949,20,14.11538,2.583333,35,"female","white","married",12,"not college grad",1,"SMSA",1
"1324",3072,"Professional Services","Sales","nonunion",2.628296,18,14.44231,2.083333,41,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1325",3073,"Wholesale/Retail Trade","Managers/admin","nonunion",4.066022,37,11.42949,5.166667,36,"male","white","married",7,"not college grad",1,"nonSMSA",0
"1326",3078,"Professional Services","Professional/technical","union",16.49758,35,12.41667,8.416667,45,"male","black","married",17,"college grad",0,"SMSA",0
"1327",3079,"Professional Services","Sales","nonunion",3.293073,40,13.76282,13.75,35,"female","black","single",12,"not college grad",1,"nonSMSA",0
"1328",3090,"Professional Services","Sales","nonunion",2.884614,22,6.76923,0.1666667,38,"female","black","single",12,"not college grad",1,"nonSMSA",0
"1329",3095,"Professional Services","Laborers","nonunion",4.621576,40,13.44231,3.416667,38,"female","black","married",6,"not college grad",1,"nonSMSA",0
"1330",3096,"Professional Services","Laborers","nonunion",3.985505,35,10.16667,8.666667,35,"female","black","married",11,"not college grad",1,"nonSMSA",0
"1331",3097,"Professional Services","Laborers","nonunion",2.383252,37,6.935897,4,42,"female","black","married",8,"not college grad",1,"nonSMSA",0
"1332",3098,"Finance/Ins/Real Estate","Sales","nonunion",4.222408,24,11.36539,2.5,37,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1333",3099,"Professional Services","Laborers","nonunion",3.679549,35,9.557693,3.833333,44,"female","black","single",8,"not college grad",1,"nonSMSA",0
"1334",3106,"Wholesale/Retail Trade","Laborers","nonunion",4.025765,30,15.78205,10.33333,39,"female","black","single",12,"not college grad",1,"SMSA",1
"1335",3107,"Professional Services","Sales","nonunion",5.06441,40,11,11,36,"female","black","single",9,"not college grad",1,"SMSA",1
"1336",3108,"Professional Services","Other","union",8.599029,45,16.83333,16.83333,39,"male","black","married",18,"college grad",1,"SMSA",1
"1337",3111,"Wholesale/Retail Trade","Sales","nonunion",4.322766,40,2.25,0.3333333,35,"female","black","single",12,"not college grad",1,"SMSA",1
"1338",3114,"Public Administration","Sales","union",9.066018,40,15.51923,6.583333,43,"male","black","single",14,"not college grad",0,"SMSA",1
"1339",3115,"Manufacturing","Craftsmen","nonunion",3.743959,40,18.62179,18.33333,41,"female","black","married",12,"not college grad",1,"SMSA",0
"1340",3116,"Wholesale/Retail Trade","Managers/admin","nonunion",7.525084,65,5.596154,2.166667,39,"male","black","married",12,"not college grad",0,"SMSA",0
"1341",3118,"Manufacturing","Operatives","union",7.713361,40,18.6859,18.66667,43,"female","white","married",9,"not college grad",1,"SMSA",0
"1342",3119,"Manufacturing","Professional/technical","nonunion",9.758451,40,27.1923,8.333333,41,"male","white","married",13,"not college grad",1,"SMSA",0
"1343",3120,"Entertainment/Rec Svc","Laborers","nonunion",3.220612,40,5.153846,0.25,41,"female","black","single",9,"not college grad",1,"nonSMSA",0
"1344",3122,"Professional Services","Other","nonunion",8.518515,40,21.41667,21.41667,44,"female","black","married",18,"college grad",1,"nonSMSA",0
"1345",3127,"Professional Services","Other","nonunion",10.66828,45,19.51282,2.916667,38,"female","white","married",18,"college grad",1,"SMSA",1
"1346",3132,"Entertainment/Rec Svc","Managers/admin","nonunion",9.444442,41,17,17,35,"male","white","single",16,"college grad",1,"nonSMSA",0
"1347",3133,"Professional Services","Professional/technical","nonunion",8.236711,40,17.79487,3.5,36,"male","white","married",14,"not college grad",1,"nonSMSA",0
"1348",3135,"Manufacturing","Sales","nonunion",6.223832,40,14,14,39,"male","black","married",12,"not college grad",1,"SMSA",1
"1349",3138,"Professional Services","Professional/technical","union",4.516906,60,10.41667,10.41667,45,"male","white","married",16,"college grad",1,"SMSA",1
"1350",3144,"Professional Services","Laborers","nonunion",5.032206,32,14.76282,14.66667,37,"female","black","single",12,"not college grad",1,"SMSA",1
"1351",3145,"Wholesale/Retail Trade","Managers/admin","nonunion",4.838968,40,15.00641,15,36,"male","black","married",12,"not college grad",1,"SMSA",1
"1352",3148,"Manufacturing","Operatives","nonunion",2.818035,40,8.948718,5.333333,37,"female","black","single",12,"not college grad",1,"SMSA",1
"1353",3151,"Personal Services","Laborers","nonunion",4.694041,42,17.12179,3.416667,41,"female","black","single",12,"not college grad",1,"SMSA",1
"1354",3156,"Wholesale/Retail Trade","Clerical/unskilled","nonunion",4.64573,40,10,3.75,42,"female","black","single",12,"not college grad",1,"SMSA",1
"1355",3157,"Professional Services","Sales","nonunion",5.048307,40,18.40385,17.16667,40,"male","black","single",12,"not college grad",1,"SMSA",0
"1356",3158,"Professional Services","Laborers","nonunion",4.025765,40,9.865385,1.083333,38,"male","black","single",12,"not college grad",1,"nonSMSA",0
"1357",3159,NA,"Other","union",13.01932,40,12.01923,5.416667,43,"male","white","married",18,"college grad",0,"SMSA",0
"1358",3164,"Professional Services","Other","nonunion",11.22383,40,13.64744,11.83333,35,"female","black","married",18,"college grad",0,"SMSA",0
"1359",3166,"Professional Services","Laborers","nonunion",2.938808,12,11.34615,0,44,"female","black","married",10,"not college grad",1,"SMSA",0
"1360",3169,"Personal Services","Laborers","nonunion",5.442833,37,14.57692,4,35,"female","white","married",12,"not college grad",1,"SMSA",0
"1361",3170,"Personal Services","Laborers","nonunion",3.663445,55,14.28846,2.833333,39,"female","white","single",9,"not college grad",1,"nonSMSA",0
"1362",3171,"Manufacturing","Craftsmen","nonunion",6.843801,43,17.92308,12.83333,40,"male","white","single",12,"not college grad",1,"nonSMSA",0
"1363",3172,"Professional Services","Managers/admin","nonunion",15.48309,35,19.08333,19.08333,40,"male","white","single",12,"not college grad",0,"SMSA",0
"1364",3173,"Manufacturing","Operatives","nonunion",5.990337,40,8.910256,8.5,43,"female","white","single",10,"not college grad",1,"SMSA",0
"1365",3174,"Business/Repair Svc","Laborers","nonunion",4.180602,20,13.07692,1.666667,40,"female","black","married",12,"not college grad",0,"SMSA",0
"1366",3175,"Public Administration","Professional/technical","nonunion",11.03059,40,15.64744,13.66667,40,"male","white","single",16,"college grad",0,"SMSA",1
"1367",3179,"Wholesale/Retail Trade","Sales","nonunion",8.05153,40,15.01282,4.083333,34,"male","white","married",12,"not college grad",1,"nonSMSA",0
"1368",3181,"Professional Services","Other","nonunion",11.0628,35,12.55769,9.833333,36,"female","white","married",17,"college grad",1,"nonSMSA",0
"1369",3182,"Manufacturing","Sales","nonunion",6.038648,40,20.3782,16.33333,43,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1370",3185,"Manufacturing","Operatives","nonunion",7.357856,40,9.211537,0.75,35,"female","white","married",12,"not college grad",1,"nonSMSA",0
"1371",3186,"Manufacturing","Operatives","union",6.537838,45,13.13462,11.16667,37,"male","black","married",12,"not college grad",1,"SMSA",1
"1372",3188,"Manufacturing","Operatives","union",3.4219,40,16.96795,10.33333,42,"female","black","single",13,"not college grad",1,"nonSMSA",0
"1373",3189,"Manufacturing","Operatives","nonunion",6.626406,48,11.17949,3.416667,37,"female","black","married",12,"not college grad",1,"nonSMSA",0
"1374",3191,"Manufacturing","Operatives","nonunion",7.246377,40,14.46795,11.91667,35,"female","black","married",9,"not college grad",1,"SMSA",1
"1375",3195,"Manufacturing","Operatives","nonunion",4.790658,42,18.67308,16.16667,44,"female","black","single",12,"not college grad",1,"nonSMSA",0
"1376",3197,"Wholesale/Retail Trade","Laborers","nonunion",2.090301,24,13.08974,10.33333,37,"female","black","married",11,"not college grad",1,"nonSMSA",0
"1377",3198,"Personal Services","Transport","nonunion",3.526568,8,9.75,0.9166667,40,"female","black","married",9,"not college grad",1,"nonSMSA",0
"1378",3199,"Personal Services","Transport","nonunion",1.151368,35,3.5,NA,37,"female","black","single",12,"not college grad",1,"nonSMSA",0
"1379",3200,"Professional Services","Professional/technical","nonunion",6.199676,15,7.692308,2.5,40,"male","black","married",12,"not college grad",1,"nonSMSA",0
"1380",3202,"Finance/Ins/Real Estate","Sales","nonunion",8.57859,45,15.37821,0.9166667,38,"female","white","single",15,"not college grad",1,"nonSMSA",0
"1381",3203,"Manufacturing","Sales","nonunion",5.434783,48,13.78846,12.41667,38,"female","white","married",11,"not college grad",1,"nonSMSA",0
"1382",3204,"Professional Services","Professional/technical","nonunion",11.6103,40,17.75,17.75,45,"male","white","single",18,"college grad",1,"nonSMSA",0
"1383",3205,"Professional Services","Professional/technical","nonunion",4.227053,40,14.10897,4.75,38,"male","black","married",9,"not college grad",1,"nonSMSA",0
"1384",3208,"Professional Services","Laborers","nonunion",5.233495,40,13.42949,13.41667,40,"female","black","married",12,"not college grad",1,"SMSA",0
